,Algorithm,TSPA,TSPB,TSPC,TSPD
0,Steepest-CandidateMovesEdges-Random,1.448 (1.205 - 2.451),1.476 (1.217 - 1.761),1.437 (1.203 - 1.788),1.364 (1.078 - 2.015)
