,Algorithm,TSPA,TSPB,TSPC,TSPD
0,Steepest-CandidateMovesEdges-Random,80856.86 (76709.0 - 85935.0),73804.335 (69986.0 - 80091.0),51680.02 (49141.0 - 54538.0),48294.905 (45672.0 - 52381.0)
